( 361,  82) = 0238ff7c0370b370dfffffffff7fffff
( 179,  83) = e500f1883088e20ae6fbfe7064e2f4fe
( 349,  84) = f20c6be673acc00790f9ffc9fd158911
( 360,  84) = 0271e77d4331e33dffffffffff7fff3e
( 228,  85) = 85b0d33fb0a9122043f7d397c6d7d6c6
( 206,  86) = 04cf00082d88048dff0b0000000b090b
( 211,  87) = b25d52c773e6cc4fa2f7e72100010900
( 358,  87) = 8c38fe3347733fb18e0702ffdffff707
( 178,  88) = 0002c3af4302d3aebfffbfffbf0fbfbf
( 196,  88) = 00690100050035a00e0f020f0baf0f2f
( 226,  88) = 4c28b3f7e5a46e0a147d1d350d0511ad
( 539,  88) = 002a82bf83bf81bfdfffff0f1f00089f
( 249,  89) = 144e7cd6435661762021296f670001ef
( 352,  89) = 71a299249a3212a00059fd187d7d7dfd
(1225,  90) = 0132d333b4a4ca0a90befebebebebefe
( 345,  91) = 40006f7c4100ef5fffed4dddddd9fdff
( 352,  91) = 02a0108161ac100056ff7f46ff5f4d5f
( 362,  92) = c27acdf1c16cc269ffd9d7ffc301c35b
( 191,  93) = fa7f76a7a7fe193a400000effb0d0000
( 193,  94) = de9ff887a6f71d37810000f7f3000000
( 350,  94) = bd1cf7b7f4240014201d01ffff00efff
( 186,  95) = 71beb01c001a3dbc4de7efeded016fed
(1222,  98) = daff422c65a4e808e5e5e747cfc5414f
(1236,  98) = be7dfffde52dee5fa32121e7a7002722
( 943,  99) = 017f03cf808ec04fdfffff0101000000
( 240, 100) = 027da3bf85256f3f7f7f01fbfb1f0b5b
( 180, 102) = 84770bfe35b8c61ffffe26a6e6848604
(1237, 104) = 3f921d80dc8808001400081000131400
( 241, 114) = 0238c24ac302ebcbdfdfdf07ff5bff5f
( 675, 116) = 1180adf910080008a9fbfffeff69ffef
( 694, 116) = 3fff297930000400203b202ebf3f27bf
( 307, 142) = 7fff8910b4acee5f3034b534656077e5
( 290, 152) = 9f300560bca8fe888000000004fffefe
( 326, 159) = 08400b580b80efdaff1a9e0000fefefe
( 606, 176) = 7392f32db0ac6e0a10717f53131f1313
( 616, 176) = f9c77979bcadae00df80e79800dec6ca
( 457, 183) = 80009288cb5393888bffff9096de9a9a
( 468, 195) = 7ad725313d737f72202060fe206eea6a
( 478, 199) = 7ec7584049537dc02000000000eae8ea
( 484, 200) = ccf47cfcffff5014c8ea40c2c0c0fefe
(1107, 217) = 01103118100800000000ef6226222b00
( 902, 218) = 0560ff47b08ce60a803c60d7007f1000
( 903, 221) = 29098dfb280440072008ff6b3b007f21
( 747, 229) = cf8f08830ed719f35e41010155010101
( 976, 236) = cd08cd28e4acee0ad9d8daf9f100fdf1
(1056, 244) = 006803f9b5ac01fd7f1efe00fbffdfff
(  68, 316) = feb7bce1cf7315603e1c2cbefe24b6fe
( 487, 323) = e2ede68f8317f9f5dfcfd5ffffdbc8c8
( 129, 359) = 16214da5f5ac420f7f400c5e7e7feeff
( 848, 411) = bcd10c40fff71de100000000003f0000
( 297, 412) = bb6002180adb9df89584e580e0fc9000
(  93, 426) = f20bc7a3b424c00afeee08fefafaf6b0
( 869, 450) = ffd7044038cb1c830000000000e00000
( 125, 451) = 2446b6877fc60006fe0400fefa880808
(  49, 474) = 124517dfb5ac031c9b96025b5a185a5a
( 986, 495) = 67bb1ca10af311f50031090405000000
( 943, 502) = 2b947c34da5739b10000a03c5c547efc
( 917, 508) = bdc70c023cc70c830000000000800000
( 918, 511) = 3dcf00403cd71cc52020200000200000
(  32, 530) = a87530a50ff733f59f9f871604040000
(1190, 532) = 8db0a5211008be025e88949cbcfc9ebc
(1134, 538) = e9887d6c084011e400e5f55900edfb40
(1086, 543) = c386fec75adfb1e08088c8d9d8ffd8d8
( 920, 555) = de7dc7bca13cc03cffe7f7e7e787e7e7
( 930, 556) = 8014faff7b1bfb7ffdfcffffff7ffefc
( 923, 560) = 0220e36fc300ef4ffefefededeffdcdc
( 962, 576) = fff700073eff1cc76020200000610000
( 971, 583) = 3fdf08c13ed718c10000002020200020
(1191, 584) = af3ec3e4b6a9804d918410a4a4b0b400
(1028, 591) = 52578489c356c1fff7f33b3b2f2b2b03
( 979, 593) = bee308437fff1de30000000000a60000
